age,job,marital,education,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,class
34,admin.,divorced,primary,9569,yes,no,unknown,may,43,2,-1,0,unknown,non interesse
39,technician,single,unknown,0,yes,no,unknown,may,130,1,-1,0,unknown,non interesse
26,blue-collar,married,secondary,2770,yes,no,unknown,may,141,1,-1,0,unknown,non interesse
38,technician,divorced,secondary,1221,yes,yes,cellular,aug,73,7,-1,0,unknown,potentiel
47,admin.,married,secondary,298,yes,no,cellular,may,183,1,-1,0,unknown,non interesse
61,management,married,secondary,967,no,no,cellular,aug,180,1,-1,0,unknown,non interesse
35,technician,married,secondary,0,no,no,cellular,jul,125,2,-1,0,unknown,non interesse
34,admin.,married,secondary,0,yes,no,cellular,feb,30,4,-1,0,unknown,potentiel
34,entrepreneur,married,secondary,1368,yes,no,cellular,nov,252,2,-1,0,unknown,non interesse
56,technician,single,secondary,751,yes,no,cellular,may,43,8,177,5,failure,potentiel
47,services,married,secondary,2597,yes,no,unknown,may,323,1,-1,0,unknown,potentiel
36,unemployed,married,secondary,-35,no,no,cellular,jan,339,3,-1,0,unknown,potentiel
43,technician,married,secondary,629,no,no,cellular,aug,196,1,-1,0,unknown,non interesse
51,admin.,married,primary,1330,yes,no,unknown,may,415,8,-1,0,unknown,potentiel
40,technician,single,secondary,277,yes,no,unknown,may,274,2,-1,0,unknown,non interesse
38,services,married,tertiary,1018,no,no,unknown,jun,325,3,-1,0,unknown,potentiel
34,management,married,tertiary,11,yes,no,cellular,jul,654,1,-1,0,unknown,potentiel
47,self-employed,married,tertiary,0,no,no,telephone,nov,28,1,-1,0,unknown,non interesse
57,entrepreneur,married,secondary,905,no,no,cellular,aug,121,1,-1,0,unknown,non interesse
35,technician,married,secondary,15474,no,no,cellular,nov,89,1,92,2,other,non interesse
45,management,married,tertiary,54,yes,no,telephone,may,107,3,-1,0,unknown,non interesse
55,unemployed,married,secondary,-246,no,yes,cellular,jul,305,2,-1,0,unknown,potentiel
54,management,married,secondary,0,no,no,cellular,nov,106,1,-1,0,unknown,non interesse
39,services,married,primary,1951,yes,no,unknown,may,208,2,-1,0,unknown,non interesse
58,services,married,primary,65,no,no,unknown,jun,162,1,-1,0,unknown,non interesse
31,admin.,married,secondary,368,yes,no,cellular,may,414,5,361,3,other,potentiel
35,blue-collar,married,primary,51,yes,no,unknown,may,593,2,-1,0,unknown,potentiel
45,technician,married,secondary,3492,yes,yes,unknown,jun,46,4,-1,0,unknown,potentiel
44,admin.,divorced,secondary,21,yes,no,cellular,apr,681,3,-1,0,unknown,potentiel
57,blue-collar,married,primary,8403,no,no,unknown,jun,11,11,-1,0,unknown,potentiel
41,technician,married,secondary,978,no,no,cellular,jul,55,2,-1,0,unknown,non interesse
42,blue-collar,married,secondary,165,yes,no,unknown,may,333,2,-1,0,unknown,potentiel
49,technician,single,unknown,350,no,no,cellular,jan,91,3,-1,0,unknown,non interesse
52,self-employed,divorced,secondary,385,no,yes,cellular,aug,96,4,-1,0,unknown,potentiel
57,blue-collar,married,secondary,2058,yes,no,telephone,may,23,2,-1,0,unknown,non interesse
29,management,single,tertiary,-11,yes,no,cellular,may,164,2,-1,0,unknown,non interesse
34,blue-collar,single,primary,505,yes,no,unknown,may,351,1,-1,0,unknown,potentiel
36,management,married,tertiary,-547,yes,no,cellular,apr,267,1,259,2,failure,non interesse
39,management,married,tertiary,562,no,no,cellular,sep,303,2,-1,0,unknown,potentiel
53,blue-collar,divorced,primary,4222,no,no,unknown,jun,112,1,-1,0,unknown,non interesse
40,services,married,secondary,105,yes,no,cellular,jul,161,1,-1,0,unknown,non interesse
38,services,single,secondary,0,yes,no,unknown,may,166,2,-1,0,unknown,non interesse
34,admin.,single,secondary,66,yes,no,unknown,may,237,1,-1,0,unknown,non interesse
40,services,married,secondary,0,yes,yes,cellular,feb,226,2,-1,0,unknown,non interesse
39,management,married,secondary,13578,yes,no,cellular,nov,185,2,-1,0,unknown,non interesse
51,technician,single,tertiary,11222,yes,no,cellular,nov,126,2,171,7,failure,non interesse
33,admin.,married,secondary,1737,no,no,cellular,apr,524,2,-1,0,unknown,potentiel
59,management,divorced,tertiary,59,yes,no,unknown,may,273,1,-1,0,unknown,non interesse
30,technician,single,secondary,54,no,no,cellular,aug,194,2,-1,0,unknown,non interesse
61,technician,married,primary,2282,no,no,cellular,nov,1092,1,-1,0,unknown,potentiel
24,admin.,married,secondary,299,yes,no,cellular,may,209,1,321,1,failure,non interesse
36,management,married,tertiary,396,no,no,cellular,aug,67,5,-1,0,unknown,potentiel
34,technician,single,tertiary,184,yes,no,cellular,jul,87,3,-1,0,unknown,non interesse
47,blue-collar,married,primary,475,yes,yes,cellular,jan,99,2,251,7,other,non interesse
40,technician,married,secondary,-496,no,no,telephone,jul,22,2,-1,0,unknown,non interesse
46,technician,divorced,secondary,117,no,no,cellular,aug,94,2,-1,0,unknown,non interesse
32,management,married,tertiary,713,yes,no,cellular,aug,76,7,-1,0,unknown,potentiel
39,management,married,tertiary,45,no,no,cellular,aug,148,4,-1,0,unknown,potentiel
35,management,single,tertiary,1496,yes,no,cellular,aug,73,4,-1,0,unknown,potentiel
37,services,single,primary,0,no,yes,cellular,feb,155,6,245,5,other,potentiel
45,technician,married,unknown,886,yes,no,cellular,oct,75,2,42,1,failure,non interesse
38,blue-collar,married,primary,4592,yes,no,cellular,may,360,1,-1,0,unknown,potentiel
52,technician,married,secondary,-38,no,no,unknown,jun,613,1,-1,0,unknown,potentiel
28,blue-collar,single,primary,431,yes,no,cellular,may,68,2,363,2,failure,non interesse
35,management,single,tertiary,-292,yes,no,cellular,may,166,2,272,6,failure,non interesse
45,technician,married,secondary,2571,no,no,unknown,jun,146,2,-1,0,unknown,non interesse
33,management,single,tertiary,191,no,yes,cellular,feb,678,4,209,1,failure,potentiel
42,technician,divorced,secondary,1689,yes,no,cellular,jul,50,2,-1,0,unknown,non interesse
23,student,single,secondary,8494,no,no,cellular,aug,158,2,-1,0,unknown,non interesse
49,entrepreneur,divorced,secondary,159,yes,no,unknown,may,95,3,-1,0,unknown,non interesse
52,technician,married,tertiary,7,no,yes,unknown,may,175,1,-1,0,unknown,non interesse
27,management,single,secondary,35,no,no,cellular,jul,255,1,-1,0,unknown,non interesse
34,management,married,secondary,1007,yes,no,cellular,jul,240,2,-1,0,unknown,non interesse
31,technician,married,secondary,106,yes,no,unknown,may,101,13,-1,0,unknown,potentiel
45,admin.,married,secondary,0,yes,no,cellular,nov,108,5,-1,0,unknown,potentiel
32,admin.,married,secondary,0,no,no,unknown,may,206,3,-1,0,unknown,non interesse
51,blue-collar,married,primary,216,yes,no,cellular,apr,666,3,274,3,failure,potentiel
56,management,married,tertiary,746,no,no,cellular,apr,193,1,-1,0,unknown,non interesse
44,admin.,married,secondary,764,yes,no,cellular,sep,232,1,213,1,failure,non interesse
41,blue-collar,married,secondary,193,yes,no,unknown,may,130,1,-1,0,unknown,non interesse
54,self-employed,married,tertiary,368,no,no,telephone,jul,7,4,-1,0,unknown,potentiel
31,technician,single,secondary,205,yes,no,unknown,jun,342,2,-1,0,unknown,potentiel
25,admin.,single,secondary,96,yes,no,unknown,may,176,2,-1,0,unknown,non interesse
50,technician,divorced,secondary,8016,no,no,cellular,jul,903,4,-1,0,unknown,potentiel
41,entrepreneur,married,tertiary,221,yes,no,unknown,may,57,2,-1,0,unknown,non interesse
33,unemployed,single,tertiary,157,yes,no,unknown,may,897,5,-1,0,unknown,potentiel
49,blue-collar,married,primary,4830,yes,no,unknown,jun,350,1,-1,0,unknown,potentiel
34,technician,single,tertiary,1039,no,no,cellular,aug,342,3,-1,0,unknown,potentiel
60,retired,married,primary,71,no,no,cellular,jul,121,3,-1,0,unknown,non interesse
45,admin.,married,secondary,1214,yes,no,cellular,feb,150,2,189,2,failure,non interesse
40,self-employed,married,secondary,0,no,no,unknown,jun,61,1,-1,0,unknown,non interesse
50,admin.,divorced,secondary,0,yes,no,unknown,jun,174,1,-1,0,unknown,non interesse
27,management,single,secondary,116,yes,no,cellular,feb,138,2,-1,0,unknown,non interesse
53,technician,married,secondary,100,no,no,cellular,aug,205,4,-1,0,unknown,potentiel
31,services,single,secondary,91,yes,no,cellular,may,111,2,-1,0,unknown,non interesse
24,blue-collar,single,secondary,-398,yes,no,cellular,may,14,3,355,4,other,non interesse
68,retired,married,tertiary,2820,no,no,cellular,mar,158,1,92,3,success,non interesse
27,services,single,secondary,223,yes,yes,cellular,may,297,2,-1,0,unknown,non interesse
46,management,single,tertiary,2278,no,no,cellular,aug,218,5,-1,0,unknown,potentiel
23,technician,single,secondary,-782,yes,yes,unknown,jun,197,10,-1,0,unknown,potentiel
76,retired,married,unknown,8919,no,no,cellular,jan,231,1,-1,0,unknown,non interesse
48,entrepreneur,married,secondary,104,yes,yes,cellular,nov,55,1,-1,0,unknown,non interesse
60,management,married,tertiary,3387,no,no,cellular,aug,636,2,-1,0,unknown,potentiel
46,entrepreneur,married,secondary,0,no,yes,cellular,jul,115,1,-1,0,unknown,non interesse
36,admin.,single,secondary,449,yes,no,unknown,jun,136,3,-1,0,unknown,non interesse
30,technician,single,secondary,4787,yes,no,cellular,nov,266,1,167,2,failure,non interesse
33,management,single,tertiary,1240,yes,no,cellular,feb,505,2,260,1,other,potentiel
36,admin.,single,secondary,191,yes,no,cellular,jul,18,7,-1,0,unknown,potentiel
44,blue-collar,married,tertiary,2185,yes,no,unknown,may,698,1,-1,0,unknown,potentiel
36,admin.,single,secondary,0,yes,no,cellular,nov,139,2,-1,0,unknown,non interesse
44,technician,married,secondary,2857,no,no,cellular,aug,318,2,-1,0,unknown,potentiel
70,retired,married,primary,3782,no,no,cellular,mar,618,1,-1,0,unknown,potentiel
48,technician,divorced,tertiary,83,no,yes,cellular,aug,243,6,-1,0,unknown,potentiel
52,management,married,tertiary,6,no,no,telephone,oct,57,1,-1,0,unknown,non interesse
34,admin.,single,secondary,88,yes,no,unknown,may,169,2,-1,0,unknown,non interesse
35,technician,married,secondary,294,yes,no,cellular,jun,238,6,98,5,success,potentiel
54,entrepreneur,married,tertiary,84,no,no,cellular,jul,34,2,-1,0,unknown,non interesse
47,technician,divorced,secondary,84,no,no,cellular,aug,49,2,-1,0,unknown,non interesse
38,blue-collar,married,secondary,602,yes,no,unknown,may,161,12,-1,0,unknown,potentiel
41,management,divorced,secondary,0,no,no,cellular,aug,438,2,-1,0,unknown,potentiel
28,blue-collar,married,secondary,-470,yes,no,cellular,may,275,2,-1,0,unknown,non interesse
58,services,married,secondary,-37,no,yes,telephone,feb,150,2,205,6,failure,non interesse
59,admin.,married,secondary,2145,no,no,telephone,nov,273,2,-1,0,unknown,non interesse
32,management,married,tertiary,937,no,no,cellular,may,61,1,190,1,failure,non interesse
55,blue-collar,married,secondary,2059,yes,no,cellular,may,149,1,259,4,failure,non interesse
38,blue-collar,married,secondary,3598,no,no,unknown,jun,154,1,-1,0,unknown,non interesse
40,blue-collar,married,primary,1206,no,yes,telephone,jul,201,5,-1,0,unknown,potentiel
45,entrepreneur,divorced,tertiary,1273,yes,yes,cellular,nov,206,2,162,3,failure,non interesse
42,entrepreneur,married,secondary,46,no,no,cellular,feb,1013,1,-1,0,unknown,potentiel
53,self-employed,married,secondary,534,yes,no,cellular,jul,115,4,-1,0,unknown,potentiel
32,technician,married,secondary,-300,no,no,cellular,aug,226,9,-1,0,unknown,potentiel
55,housemaid,married,primary,4,no,no,cellular,nov,85,3,-1,0,unknown,non interesse
54,services,married,unknown,386,no,yes,cellular,nov,74,1,152,1,success,non interesse
46,blue-collar,married,secondary,-396,no,yes,cellular,aug,115,1,-1,0,unknown,non interesse
39,management,married,tertiary,0,yes,no,cellular,may,112,1,-1,0,unknown,non interesse
36,management,divorced,tertiary,14930,no,no,cellular,jul,190,1,-1,0,unknown,non interesse
44,management,married,tertiary,-600,yes,no,cellular,aug,360,1,-1,0,unknown,potentiel
28,student,single,tertiary,3733,yes,no,cellular,aug,419,5,91,7,success,potentiel
36,admin.,married,secondary,465,yes,no,unknown,may,160,1,-1,0,unknown,non interesse
43,technician,married,secondary,994,yes,yes,cellular,may,51,1,-1,0,unknown,non interesse
25,blue-collar,married,secondary,758,yes,no,unknown,may,504,3,-1,0,unknown,potentiel
31,management,married,tertiary,256,yes,no,cellular,jul,28,24,-1,0,unknown,potentiel
60,retired,married,tertiary,3461,no,no,cellular,feb,128,2,-1,0,unknown,non interesse
29,technician,divorced,secondary,124,no,no,unknown,may,125,1,-1,0,unknown,non interesse
46,services,divorced,secondary,355,yes,no,cellular,may,122,2,338,8,other,non interesse
31,management,married,tertiary,1514,no,no,cellular,aug,284,2,-1,0,unknown,non interesse
31,management,married,tertiary,40,no,no,cellular,feb,118,2,-1,0,unknown,non interesse
45,blue-collar,married,unknown,-320,yes,no,unknown,may,204,3,-1,0,unknown,non interesse
60,retired,married,primary,566,no,yes,cellular,jul,423,1,-1,0,unknown,potentiel
50,housemaid,married,secondary,388,no,no,cellular,jun,152,2,89,2,success,non interesse
34,management,married,tertiary,577,yes,no,cellular,apr,243,2,153,1,failure,non interesse
33,admin.,married,secondary,17,yes,no,cellular,may,74,1,351,1,failure,non interesse
57,housemaid,married,primary,260,yes,no,unknown,may,38,3,-1,0,unknown,non interesse
38,self-employed,divorced,secondary,0,yes,no,cellular,apr,84,1,-1,0,unknown,non interesse
42,management,married,tertiary,1823,yes,no,unknown,may,31,1,-1,0,unknown,non interesse
54,self-employed,married,primary,1463,no,no,unknown,jun,60,1,-1,0,unknown,non interesse
46,services,divorced,unknown,3390,no,no,unknown,jun,152,3,-1,0,unknown,non interesse
59,management,married,primary,2769,yes,no,cellular,nov,104,1,131,2,failure,non interesse
38,self-employed,married,secondary,215,yes,no,cellular,nov,70,1,167,1,failure,non interesse
49,technician,married,secondary,12531,no,no,cellular,aug,77,8,-1,0,unknown,potentiel
49,technician,married,tertiary,80,no,no,cellular,jul,123,1,-1,0,unknown,non interesse
30,technician,divorced,tertiary,317,yes,no,cellular,jul,67,5,-1,0,unknown,potentiel
52,self-employed,single,primary,217,no,yes,cellular,jul,193,6,-1,0,unknown,potentiel
38,admin.,married,secondary,4874,no,no,unknown,jun,1291,3,-1,0,unknown,potentiel
44,admin.,single,secondary,275,yes,no,cellular,may,7,5,367,4,failure,potentiel
39,management,married,primary,738,yes,yes,cellular,jul,215,3,-1,0,unknown,non interesse
38,admin.,married,secondary,1839,no,no,unknown,may,63,2,-1,0,unknown,non interesse
36,technician,divorced,secondary,556,yes,no,cellular,nov,154,3,189,1,failure,non interesse
32,services,married,secondary,207,yes,no,unknown,may,360,1,-1,0,unknown,potentiel
57,admin.,divorced,secondary,-461,yes,yes,unknown,jun,145,8,-1,0,unknown,potentiel
45,blue-collar,married,primary,789,no,yes,cellular,jan,79,1,-1,0,unknown,non interesse
43,management,divorced,tertiary,1133,yes,no,cellular,may,131,1,-1,0,unknown,non interesse
42,admin.,single,secondary,4253,yes,no,cellular,may,146,1,-1,0,unknown,non interesse
58,retired,married,secondary,255,no,no,unknown,may,362,3,-1,0,unknown,potentiel
53,unemployed,married,secondary,582,yes,no,unknown,may,96,2,-1,0,unknown,non interesse
30,technician,married,secondary,743,no,no,cellular,jan,142,2,-1,0,unknown,non interesse
40,blue-collar,married,primary,570,yes,no,unknown,may,109,3,-1,0,unknown,non interesse
35,admin.,married,secondary,786,no,yes,cellular,jul,322,1,-1,0,unknown,potentiel
34,services,married,secondary,295,yes,yes,cellular,jul,64,1,-1,0,unknown,non interesse
35,management,married,tertiary,2583,no,no,cellular,nov,210,1,-1,0,unknown,non interesse
28,blue-collar,single,secondary,1285,no,no,telephone,jan,199,2,2,17,other,non interesse
39,technician,single,secondary,287,yes,no,cellular,jul,84,3,-1,0,unknown,non interesse
51,admin.,married,primary,658,yes,no,unknown,may,369,1,-1,0,unknown,potentiel
29,blue-collar,married,secondary,246,yes,no,cellular,jul,194,5,-1,0,unknown,potentiel
44,entrepreneur,married,tertiary,3463,yes,yes,cellular,aug,210,3,-1,0,unknown,non interesse
32,blue-collar,divorced,unknown,291,yes,yes,unknown,jun,120,6,-1,0,unknown,potentiel
28,admin.,single,secondary,19,no,no,cellular,jul,78,4,-1,0,unknown,potentiel
53,blue-collar,married,secondary,5700,yes,no,unknown,may,97,1,-1,0,unknown,non interesse
81,retired,divorced,unknown,0,no,no,telephone,oct,128,1,-1,0,unknown,non interesse
33,blue-collar,married,secondary,-346,yes,yes,unknown,may,29,3,-1,0,unknown,non interesse
37,entrepreneur,married,tertiary,-456,yes,yes,unknown,jun,42,7,-1,0,unknown,potentiel
37,technician,married,secondary,5953,no,no,cellular,aug,1113,1,-1,0,unknown,potentiel
35,technician,single,secondary,1693,yes,no,cellular,may,58,1,105,1,success,non interesse
30,admin.,married,secondary,350,no,yes,cellular,jul,171,5,-1,0,unknown,potentiel
43,blue-collar,married,primary,-181,yes,no,cellular,apr,351,1,337,3,failure,potentiel
45,retired,divorced,secondary,1735,no,yes,unknown,jun,306,1,-1,0,unknown,potentiel
34,blue-collar,married,secondary,157,yes,no,cellular,jul,254,2,-1,0,unknown,non interesse
40,admin.,married,secondary,67,no,yes,cellular,nov,359,2,152,5,failure,potentiel
60,admin.,married,primary,-444,no,yes,cellular,jul,227,1,-1,0,unknown,non interesse
54,self-employed,married,primary,0,no,yes,telephone,jul,130,2,-1,0,unknown,non interesse
39,blue-collar,married,secondary,171,yes,yes,cellular,may,153,1,353,1,failure,non interesse
44,admin.,married,secondary,262,yes,no,cellular,jul,74,1,-1,0,unknown,non interesse
32,technician,married,tertiary,0,yes,no,cellular,nov,231,4,-1,0,unknown,potentiel
34,blue-collar,married,secondary,965,yes,no,cellular,apr,372,2,332,2,other,potentiel
44,management,married,tertiary,0,no,no,unknown,may,27,1,-1,0,unknown,non interesse
30,management,single,tertiary,6392,yes,no,cellular,may,335,1,-1,0,unknown,potentiel
47,unknown,married,unknown,194,no,no,cellular,aug,108,1,-1,0,unknown,non interesse
74,retired,divorced,primary,2308,no,no,telephone,sep,251,2,535,2,success,non interesse
27,admin.,married,secondary,941,yes,no,cellular,jul,124,1,-1,0,unknown,non interesse
34,housemaid,divorced,primary,46,yes,no,telephone,jul,31,2,-1,0,unknown,non interesse
52,housemaid,divorced,secondary,131,yes,yes,cellular,may,87,1,-1,0,unknown,non interesse
32,services,married,secondary,1844,yes,yes,cellular,feb,158,4,201,6,failure,potentiel
42,admin.,married,secondary,281,yes,no,unknown,may,118,1,-1,0,unknown,non interesse
31,technician,single,secondary,109,yes,no,unknown,may,419,1,-1,0,unknown,potentiel
31,technician,divorced,secondary,268,no,no,unknown,may,118,2,-1,0,unknown,non interesse
31,admin.,married,secondary,298,yes,yes,unknown,may,518,1,-1,0,unknown,potentiel
57,entrepreneur,married,secondary,-525,no,yes,cellular,jul,337,1,-1,0,unknown,potentiel
40,management,married,primary,738,yes,yes,cellular,apr,399,2,258,3,failure,potentiel
23,blue-collar,married,secondary,94,yes,no,unknown,may,193,1,-1,0,unknown,non interesse
43,management,divorced,unknown,7702,no,no,cellular,sep,108,7,102,3,success,potentiel
45,admin.,divorced,unknown,857,no,no,telephone,jul,49,7,-1,0,unknown,potentiel
58,technician,divorced,secondary,-354,yes,yes,cellular,jul,98,1,-1,0,unknown,non interesse
38,blue-collar,married,unknown,0,yes,no,cellular,apr,477,2,267,1,failure,potentiel
48,admin.,married,secondary,112,no,no,cellular,aug,139,5,-1,0,unknown,potentiel
47,technician,divorced,secondary,5735,no,no,unknown,jun,282,4,-1,0,unknown,potentiel
49,technician,divorced,tertiary,1807,yes,no,cellular,jun,225,1,82,1,success,non interesse
28,blue-collar,single,primary,-30,yes,no,cellular,jul,108,5,-1,0,unknown,potentiel
31,student,single,secondary,216,no,no,cellular,jun,138,1,-1,0,unknown,non interesse
38,technician,married,tertiary,127,yes,no,cellular,oct,113,1,50,2,success,non interesse
43,blue-collar,married,secondary,1096,no,yes,unknown,may,180,1,-1,0,unknown,non interesse
52,management,married,secondary,5193,no,no,cellular,apr,477,2,-1,0,unknown,potentiel
43,admin.,single,secondary,6,no,no,unknown,may,244,1,-1,0,unknown,non interesse
29,blue-collar,married,secondary,339,yes,no,cellular,may,63,3,354,2,failure,non interesse
45,services,married,secondary,0,no,no,cellular,jul,106,2,-1,0,unknown,non interesse
59,blue-collar,married,primary,625,no,no,cellular,jul,133,1,-1,0,unknown,non interesse
48,blue-collar,married,secondary,3776,no,no,telephone,may,254,4,-1,0,unknown,potentiel
30,management,married,tertiary,1239,no,no,cellular,aug,125,5,-1,0,unknown,potentiel
23,housemaid,single,primary,93,yes,no,cellular,may,70,3,-1,0,unknown,non interesse
38,technician,divorced,tertiary,304,yes,no,cellular,apr,8,2,-1,0,unknown,non interesse
52,blue-collar,married,primary,1409,yes,no,unknown,jun,224,1,-1,0,unknown,non interesse
44,services,married,secondary,191,yes,yes,cellular,may,490,1,-1,0,unknown,potentiel
34,blue-collar,single,secondary,79,no,yes,cellular,nov,104,1,-1,0,unknown,non interesse
32,blue-collar,married,secondary,2263,no,no,cellular,may,113,2,-1,0,unknown,non interesse
41,technician,married,secondary,10438,yes,no,telephone,jul,141,4,-1,0,unknown,potentiel
31,admin.,single,secondary,81,yes,no,cellular,apr,215,2,165,11,other,non interesse
40,management,married,tertiary,964,yes,no,telephone,may,95,3,-1,0,unknown,non interesse
52,blue-collar,divorced,primary,0,no,no,cellular,nov,19,1,-1,0,unknown,non interesse
32,services,married,secondary,3839,yes,no,cellular,nov,100,2,189,1,failure,non interesse
26,admin.,single,secondary,586,yes,yes,unknown,may,215,1,-1,0,unknown,non interesse
29,management,single,tertiary,600,yes,no,cellular,oct,170,5,-1,0,unknown,potentiel
31,management,married,tertiary,1343,yes,yes,unknown,may,85,1,-1,0,unknown,non interesse
48,blue-collar,married,unknown,113,no,no,cellular,aug,104,13,-1,0,unknown,potentiel
27,blue-collar,single,secondary,240,yes,no,cellular,may,166,4,-1,0,unknown,potentiel
30,blue-collar,married,secondary,194,yes,no,cellular,may,475,3,-1,0,unknown,potentiel
28,blue-collar,married,primary,278,yes,yes,telephone,may,31,9,373,4,other,potentiel
35,blue-collar,married,secondary,260,yes,no,telephone,may,155,6,-1,0,unknown,potentiel
47,technician,divorced,secondary,1013,no,no,cellular,jun,54,3,-1,0,unknown,non interesse
35,blue-collar,married,primary,0,yes,no,cellular,may,265,1,290,2,failure,non interesse
31,technician,married,secondary,2363,yes,no,unknown,may,247,1,-1,0,unknown,non interesse
53,blue-collar,married,secondary,913,yes,no,cellular,jul,730,1,-1,0,unknown,potentiel
26,technician,single,tertiary,686,yes,no,unknown,may,98,2,-1,0,unknown,non interesse
35,technician,married,secondary,149,yes,no,cellular,jan,99,1,245,2,failure,non interesse
29,admin.,married,secondary,500,yes,no,cellular,may,8,8,-1,0,unknown,potentiel
39,technician,married,tertiary,11766,yes,no,cellular,aug,313,4,102,5,failure,potentiel
31,technician,single,secondary,137,no,no,cellular,aug,27,14,-1,0,unknown,potentiel
48,management,single,tertiary,0,no,no,unknown,jun,96,3,-1,0,unknown,non interesse
36,management,single,tertiary,335,no,no,unknown,oct,5,1,772,4,failure,non interesse
27,admin.,married,secondary,16,yes,no,cellular,feb,54,3,-1,0,unknown,non interesse
49,admin.,married,secondary,0,no,no,cellular,aug,115,2,-1,0,unknown,non interesse
34,technician,single,tertiary,9851,yes,no,cellular,nov,128,5,-1,0,unknown,potentiel
28,services,single,secondary,525,no,no,cellular,jul,81,1,-1,0,unknown,non interesse
49,technician,married,secondary,788,no,no,unknown,jun,162,7,-1,0,unknown,potentiel
35,blue-collar,married,tertiary,1016,yes,no,cellular,jul,294,2,-1,0,unknown,non interesse
53,housemaid,divorced,secondary,292,no,no,unknown,jun,92,2,-1,0,unknown,non interesse
58,retired,single,primary,999,no,no,cellular,jul,188,6,-1,0,unknown,potentiel
37,blue-collar,married,secondary,2870,yes,no,unknown,jun,94,2,-1,0,unknown,non interesse
27,admin.,single,tertiary,689,no,no,cellular,jan,98,1,307,1,failure,non interesse
30,services,single,secondary,-100,yes,yes,cellular,may,292,1,-1,0,unknown,non interesse
35,blue-collar,married,unknown,1084,yes,no,cellular,jul,1019,1,-1,0,unknown,potentiel
32,management,single,tertiary,154,no,yes,cellular,aug,301,3,-1,0,unknown,potentiel
53,blue-collar,married,secondary,1653,no,no,unknown,jun,88,2,-1,0,unknown,non interesse
34,admin.,married,secondary,2378,yes,yes,telephone,jul,92,1,-1,0,unknown,non interesse
38,management,single,tertiary,1515,yes,no,telephone,jul,42,5,-1,0,unknown,potentiel
34,admin.,married,tertiary,1636,yes,yes,cellular,sep,136,1,521,2,failure,non interesse
40,self-employed,married,secondary,1516,yes,yes,unknown,may,373,1,-1,0,unknown,potentiel
48,services,married,secondary,127,no,no,cellular,jul,117,1,-1,0,unknown,non interesse
30,management,single,tertiary,2876,no,no,cellular,aug,103,4,-1,0,unknown,potentiel
31,management,married,tertiary,1384,yes,no,cellular,jan,203,2,2,3,other,non interesse
37,technician,single,secondary,228,yes,no,cellular,aug,1740,2,-1,0,unknown,potentiel
32,technician,single,tertiary,2481,no,no,cellular,aug,547,11,-1,0,unknown,potentiel
40,blue-collar,married,secondary,475,yes,no,unknown,may,332,2,-1,0,unknown,potentiel
41,management,divorced,tertiary,1401,no,no,unknown,jun,110,4,-1,0,unknown,potentiel
52,technician,married,unknown,425,yes,no,cellular,jan,219,2,254,3,failure,non interesse
29,blue-collar,single,secondary,244,yes,no,cellular,may,19,2,-1,0,unknown,non interesse
49,management,married,tertiary,-6847,no,yes,cellular,jul,206,1,-1,0,unknown,non interesse
43,management,married,tertiary,0,no,no,cellular,aug,25,19,-1,0,unknown,potentiel
42,management,married,tertiary,386,yes,no,unknown,may,168,1,-1,0,unknown,non interesse
37,management,married,tertiary,332,yes,no,cellular,aug,190,2,84,7,failure,non interesse
57,services,divorced,primary,1367,no,no,unknown,jun,144,3,-1,0,unknown,non interesse
25,admin.,single,secondary,120,yes,no,unknown,jun,542,1,-1,0,unknown,potentiel
30,technician,single,secondary,19,yes,no,cellular,aug,16,15,-1,0,unknown,potentiel
31,admin.,married,secondary,3,yes,no,cellular,jul,37,12,-1,0,unknown,potentiel
49,blue-collar,married,primary,-98,yes,no,cellular,nov,182,2,-1,0,unknown,non interesse
47,blue-collar,married,secondary,303,no,no,unknown,jun,261,1,-1,0,unknown,non interesse
57,services,divorced,secondary,-752,yes,no,unknown,may,102,1,-1,0,unknown,non interesse
26,student,single,tertiary,97,no,no,cellular,aug,382,1,-1,0,unknown,potentiel
40,retired,married,tertiary,794,no,no,unknown,may,138,1,-1,0,unknown,non interesse
34,admin.,single,secondary,1880,yes,no,unknown,may,297,1,-1,0,unknown,non interesse
41,blue-collar,married,unknown,732,yes,no,unknown,may,25,1,-1,0,unknown,non interesse
53,management,married,tertiary,5261,no,yes,cellular,jul,1209,3,-1,0,unknown,potentiel
26,admin.,single,secondary,712,yes,no,unknown,may,232,1,-1,0,unknown,non interesse
28,student,single,secondary,28,no,no,cellular,jan,220,2,-1,0,unknown,non interesse
54,retired,married,primary,0,yes,no,cellular,jul,159,2,-1,0,unknown,non interesse
42,technician,married,secondary,827,no,no,cellular,aug,153,3,-1,0,unknown,non interesse
29,student,single,secondary,110,yes,no,unknown,may,169,3,-1,0,unknown,non interesse
49,unemployed,married,tertiary,377,no,no,cellular,may,158,1,59,2,failure,non interesse
32,services,married,secondary,-344,no,yes,cellular,feb,44,1,-1,0,unknown,non interesse
29,admin.,single,tertiary,261,no,no,cellular,mar,136,19,-1,0,unknown,potentiel
60,blue-collar,married,unknown,104,yes,no,unknown,may,22,1,-1,0,unknown,non interesse
51,retired,married,primary,610,no,no,unknown,jun,86,2,-1,0,unknown,non interesse
